date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:16	71499/71499	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:15%20GMT	https://mcqs.learnuppakistan.com/playlists/pms-gk-2026	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/pms-gk-2026.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:16	63448/63448	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:16%20GMT	https://mcqs.learnuppakistan.com/playlists/tehsildar-ppsc	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/tehsildar-ppsc.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:17	61045/61045	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:16%20GMT	https://mcqs.learnuppakistan.com/playlists/punjab-police-si	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/punjab-police-si.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:17	68685/68685	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:16%20GMT	https://mcqs.learnuppakistan.com/playlists/customs-inspector-fpsc	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/customs-inspector-fpsc.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:18	58097/58097	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:17%20GMT	https://mcqs.learnuppakistan.com/playlists/asf-test-preparation	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/asf-test-preparation.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:18	58689/58689	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:17%20GMT	https://mcqs.learnuppakistan.com/playlists/ib-gd-preparation	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/ib-gd-preparation.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:18	61844/61844	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:18%20GMT	https://mcqs.learnuppakistan.com/playlists/ppsc-assistant-general	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/ppsc-assistant-general.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:19	80948/80948	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:18%20GMT	https://mcqs.learnuppakistan.com/playlists/mod-analyst-2026	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/mod-analyst-2026.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:19	68122/68122	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:18%20GMT	https://mcqs.learnuppakistan.com/playlists/mod-ad-2026	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/mod-ad-2026.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:19	68087/68087	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:19%20GMT	https://mcqs.learnuppakistan.com/playlists/mod-si-2026	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/mod-si-2026.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:20	73043/73043	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:19%20GMT	https://mcqs.learnuppakistan.com/playlists/lat-preparation	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/lat-preparation.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:20	78683/78683	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:20%20GMT	https://mcqs.learnuppakistan.com/playlists/asf-assistant-director	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/asf-assistant-director.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:21	73762/73762	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:20%20GMT	https://mcqs.learnuppakistan.com/playlists/asf-inspector	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/playlists/asf-inspector.html	(from https://mcqs.learnuppakistan.com/playlists)
13:09:22	610419/610419	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:21%20GMT	https://mcqs.learnuppakistan.com/mock-papers/fia-mock-exam-1	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/mock-papers/fia-mock-exam-1.html	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:22	608441/608441	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:21%20GMT	https://mcqs.learnuppakistan.com/mock-papers/fia-mock-exam-2	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/mock-papers/fia-mock-exam-2.html	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:22	609121/609121	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:21%20GMT	https://mcqs.learnuppakistan.com/mock-papers/deputy-accountant-3	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/mock-papers/deputy-accountant-3.html	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:22	608095/608095	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:22%20GMT	https://mcqs.learnuppakistan.com/mock-papers/deputy-accountant-4	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/mock-papers/deputy-accountant-4.html	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:23	609279/609279	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:22%20GMT	https://mcqs.learnuppakistan.com/mock-papers/deputy-accountant-5	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/mock-papers/deputy-accountant-5.html	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:23	143837/143837	---M--	200	added ('OK')	image/jpeg	etag:%22231dd-656ca0e1a4b43%22	https://mcqs.learnuppakistan.com/public/ads/eop-ad.jpg	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/public/ads/eop-ad.jpg	(from https://mcqs.learnuppakistan.com/mock-papers)
13:09:23	190045/190045	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:23%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-1	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-1.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:24	183242/183242	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:23%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-2	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-2.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:24	190153/190153	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:24%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-3	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-3.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:25	188626/188626	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:24%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-4	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-4.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:25	190247/190247	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:24%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-5	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-5.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:25	189107/189107	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:24%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-6	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-6.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:25	189450/189450	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:25%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-7	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-7.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:26	191103/191103	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:25%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-8	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-8.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:26	185598/185598	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:25%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-9	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-9.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:26	190634/190634	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:26%20GMT	https://mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-10	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/computer-fundamentals-hardware/set-10.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:27	190895/190895	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:26%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-1	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-1.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:27	192111/192111	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:27%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-2	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-2.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:28	189077/189077	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:27%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-3	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-3.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:28	188370/188370	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:27%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-4	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-4.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:28	190752/190752	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:28%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-5	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-5.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:29	189904/189904	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:28%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-6	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-6.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:29	190385/190385	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:28%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-7	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-7.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:29	188402/188402	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:28%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-8	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-8.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:29	187720/187720	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:29%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-9	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-9.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:30	185660/185660	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:29%20GMT	https://mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-10	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/software-programming-applications/set-10.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:30	188615/188615	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:30%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-1	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-1.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:31	189783/189783	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:30%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-2	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-2.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:31	189950/189950	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:30%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-3	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-3.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:31	186378/186378	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:31%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-4	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-4.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:32	189126/189126	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:31%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-5	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-5.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:32	190906/190906	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:31%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-6	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-6.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:33	189196/189196	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:32%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-7	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-7.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:33	187503/187503	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:32%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-8	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-8.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:33	190692/190692	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:33%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-9	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-9.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:34	190828/190828	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:33%20GMT	https://mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-10	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/computer-science/networking-databases-security-emerging/set-10.html	(from https://mcqs.learnuppakistan.com/computer-science)
13:09:35	188656/188656	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:34%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-1	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-1.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:35	189636/189636	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:34%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-2	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-2.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:36	188797/188797	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:35%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-3	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-3.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:36	187730/187730	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:35%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-4	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-4.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:36	188579/188579	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:35%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-5	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-5.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:36	188850/188850	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:36%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-6	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-6.html	(from https://mcqs.learnuppakistan.com/everyday-science)
13:09:37	187436/187436	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202026%2008:09:36%20GMT	https://mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-7	C:/Users/Lenovo/OneDrive/Desktop/website/learning_test/mcqs.learnuppakistan.com/everyday-science/biology-human-body/set-7.html	(from https://mcqs.learnuppakistan.com/everyday-science)
